recv_ns,trade_us,event_us,symbol,price,qty,is_sell
1772535526553301000,1772535526521604,1772535526521898,BTCUSDT,66753.99000000,0.00198000,1
1772535526563074100,1772535526533455,1772535526533720,BTCUSDT,66753.99000000,0.00014000,1
1772535527374925200,1772535527345422,1772535527345751,BTCUSDT,66753.99000000,0.00035000,1
1772535527521280200,1772535527491588,1772535527491902,BTCUSDT,66753.99000000,0.00047000,1
1772535527716263700,1772535527686150,1772535527686485,BTCUSDT,66754.00000000,0.00084000,0
1772535528393086100,1772535528363406,1772535528363910,BTCUSDT,66754.00000000,0.00051000,0
1772535528777899300,1772535528748374,1772535528748706,BTCUSDT,66754.00000000,0.00075000,0
1772535528970508900,1772535528939753,1772535528940041,BTCUSDT,66753.99000000,0.00112000,1
1772535529449435200,1772535529419407,1772535529419865,BTCUSDT,66753.99000000,0.00076000,1
1772535529463997200,1772535529433808,1772535529434241,BTCUSDT,66754.00000000,0.02975000,0
1772535530056435100,1772535530026015,1772535530026398,BTCUSDT,66753.99000000,0.00054000,1
1772535530250113400,1772535530220310,1772535530220567,BTCUSDT,66754.00000000,0.00118000,0
1772535530306034300,1772535530276037,1772535530276492,BTCUSDT,66754.00000000,0.06945000,0
1772535530306194500,1772535530276137,1772535530276586,BTCUSDT,66754.00000000,0.03347000,0
1772535530306315800,1772535530276137,1772535530276590,BTCUSDT,66754.01000000,0.00048000,0
1772535530312021400,1772535530282119,1772535530282483,BTCUSDT,66754.91000000,0.00074000,0
1772535530319893500,1772535530290388,1772535530290741,BTCUSDT,66754.91000000,0.00075000,0
1772535530346072800,1772535530315630,1772535530316059,BTCUSDT,66754.91000000,0.00131000,0
1772535530346230700,1772535530315630,1772535530316067,BTCUSDT,66754.92000000,0.00048000,0
1772535530346324900,1772535530315630,1772535530316068,BTCUSDT,66754.98000000,0.00008000,0
1772535530346416500,1772535530315630,1772535530316069,BTCUSDT,66755.26000000,0.00048000,0
1772535530348442300,1772535530319176,1772535530319544,BTCUSDT,66755.27000000,0.00112000,0
1772535530348526000,1772535530319176,1772535530319549,BTCUSDT,66755.28000000,0.00040000,0
1772535530348603400,1772535530319176,1772535530319549,BTCUSDT,66755.42000000,0.05179000,0
1772535530353803900,1772535530323918,1772535530324466,BTCUSDT,66755.27000000,0.00144000,0
1772535530353857400,1772535530323918,1772535530324470,BTCUSDT,66755.28000000,0.00064000,0
1772535530353890000,1772535530323918,1772535530324471,BTCUSDT,66755.29000000,0.00008000,0
1772535530353921900,1772535530323918,1772535530324472,BTCUSDT,66755.42000000,0.00299000,0
1772535530353954400,1772535530323918,1772535530324473,BTCUSDT,66755.43000000,0.00048000,0
1772535530356051000,1772535530326077,1772535530326566,BTCUSDT,66755.94000000,0.00095000,0
1772535530356130900,1772535530326077,1772535530326570,BTCUSDT,66755.96000000,0.00016000,0
1772535530356196500,1772535530326077,1772535530326571,BTCUSDT,66756.09000000,0.00016000,0
1772535530357383500,1772535530326571,1772535530327231,BTCUSDT,66756.58000000,0.00024000,0
1772535530357433100,1772535530326571,1772535530327235,BTCUSDT,66756.59000000,0.00016000,0
1772535530357472000,1772535530326571,1772535530327236,BTCUSDT,66756.67000000,0.13487000,0
1772535530357507600,1772535530326571,1772535530327237,BTCUSDT,66756.76000000,0.00016000,0
1772535530357543700,1772535530326571,1772535530327238,BTCUSDT,66757.04000000,0.00032000,0
1772535530379638400,1772535530349722,1772535530350372,BTCUSDT,66757.68000000,0.00168000,0
1772535530379685700,1772535530349722,1772535530350377,BTCUSDT,66757.69000000,0.00064000,0
1772535530381351100,1772535530350868,1772535530351384,BTCUSDT,66758.63000000,0.00016000,0
1772535530381417000,1772535530350868,1772535530351390,BTCUSDT,66758.64000000,0.00016000,0
1772535530381453100,1772535530350868,1772535530351393,BTCUSDT,66758.68000000,0.00316000,0
1772535530381485200,1772535530350868,1772535530351394,BTCUSDT,66759.48000000,0.00048000,0
1772535530381518000,1772535530350868,1772535530351395,BTCUSDT,66759.49000000,0.24850000,0
1772535530382543400,1772535530352937,1772535530353589,BTCUSDT,66759.49000000,0.00128000,0
1772535530382577800,1772535530352937,1772535530353593,BTCUSDT,66759.50000000,0.00008000,0
1772535530382609200,1772535530352937,1772535530353594,BTCUSDT,66759.68000000,0.00025000,0
1772535530382639800,1772535530352937,1772535530353595,BTCUSDT,66759.69000000,0.00016000,0
1772535530382670100,1772535530352937,1772535530353596,BTCUSDT,66759.72000000,0.00016000,0
1772535530382700600,1772535530352937,1772535530353596,BTCUSDT,66759.90000000,0.00024000,0
1772535530382730700,1772535530352937,1772535530353597,BTCUSDT,66759.91000000,0.00048000,0
1772535530382761200,1772535530352937,1772535530353597,BTCUSDT,66759.92000000,0.15485000,0
1772535530384586800,1772535530353434,1772535530354057,BTCUSDT,66759.92000000,0.13758000,0
1772535530384620400,1772535530353913,1772535530354359,BTCUSDT,66759.92000000,0.00180000,0
1772535530386464100,1772535530355793,1772535530356652,BTCUSDT,66759.92000000,0.05990000,0
1772535530388010400,1772535530355988,1772535530357136,BTCUSDT,66759.92000000,0.14755000,0
1772535530388043500,1772535530355988,1772535530357140,BTCUSDT,66759.93000000,0.00048000,0
1772535530388074900,1772535530355988,1772535530357141,BTCUSDT,66759.96000000,0.00025000,0
1772535530388105400,1772535530355988,1772535530357141,BTCUSDT,66759.99000000,0.00032000,0
1772535530388136100,1772535530355988,1772535530357142,BTCUSDT,66760.00000000,0.00092000,0
1772535530391430300,1772535530358935,1772535530360159,BTCUSDT,66760.26000000,0.00088000,0
1772535530391466400,1772535530358935,1772535530360163,BTCUSDT,66760.27000000,0.00024000,0
1772535530391498000,1772535530358935,1772535530360164,BTCUSDT,66760.35000000,0.00016000,0
1772535530391528300,1772535530358935,1772535530360164,BTCUSDT,66760.99000000,0.00032000,0
1772535530391558600,1772535530358935,1772535530360165,BTCUSDT,66761.00000000,0.00032000,0
1772535530391589800,1772535530358935,1772535530360165,BTCUSDT,66761.06000000,0.00016000,0
1772535530391620300,1772535530358935,1772535530360166,BTCUSDT,66761.58000000,0.00010000,1
1772535530423633000,1772535530393798,1772535530394454,BTCUSDT,66761.59000000,0.00160000,0
1772535530430028100,1772535530399868,1772535530400418,BTCUSDT,66761.60000000,0.00168000,0
1772535530430153400,1772535530399868,1772535530400423,BTCUSDT,66761.61000000,0.00040000,0
1772535530469190300,1772535530438887,1772535530439531,BTCUSDT,66761.87000000,0.00096000,0
1772535530469311400,1772535530438887,1772535530439536,BTCUSDT,66761.88000000,0.00032000,0
1772535530469406700,1772535530438887,1772535530439536,BTCUSDT,66761.92000000,0.00016000,0
1772535530469494700,1772535530438887,1772535530439537,BTCUSDT,66761.99000000,0.00008000,0
1772535530469578100,1772535530438887,1772535530439538,BTCUSDT,66762.00000000,0.00076000,0
1772535530469650700,1772535530438887,1772535530439539,BTCUSDT,66762.11000000,0.00016000,0
1772535530469708000,1772535530438887,1772535530439539,BTCUSDT,66762.24000000,0.00025000,0
1772535530469759400,1772535530438887,1772535530439540,BTCUSDT,66762.33000000,0.00016000,0
1772535530469831000,1772535530438887,1772535530439540,BTCUSDT,66762.73000000,0.00016000,0
1772535531285654800,1772535531254716,1772535531255000,BTCUSDT,66762.77000000,0.00590000,1
1772535531285814900,1772535531254738,1772535531255066,BTCUSDT,66762.77000000,0.00089000,1
1772535532991359500,1772535532953774,1772535532954146,BTCUSDT,66762.78000000,0.00015000,0
1772535533909609400,1772535533880164,1772535533880520,BTCUSDT,66762.77000000,0.00315000,1
1772535534140356100,1772535534110112,1772535534110522,BTCUSDT,66762.78000000,0.00108000,0
1772535534336759900,1772535534307482,1772535534307798,BTCUSDT,66762.78000000,0.00182000,0
1772535534425913500,1772535534395675,1772535534396152,BTCUSDT,66762.77000000,0.00372000,1
1772535534547763800,1772535534517689,1772535534518141,BTCUSDT,66762.78000000,0.00154000,0
1772535534648523800,1772535534619283,1772535534619549,BTCUSDT,66762.77000000,0.00075000,1
